"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Type"
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","23/1346","50/8859",0.46,3.02759286775632,6.08535789924993,2.14515658764216e-07,5.09664863021363e-07,1.50537304395941e-07,"4843/4953/4846/4129/4128/2806/223/4842/1152/384/383/1158/217/2628/1159/1160/5033/4942/5832/51056/2805/1610/224",23,"XYT"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","31/1346","81/8859",0.382716049382716,2.51893126410214,5.81254751326705,3.10506277113011e-07,7.32532414315907e-07,2.16364640834863e-07,"4830/2950/4353/2944/2952/1576/1890/7498/2990/3251/1548/54658/1571/3615/7172/2947/1066/54578/2938/54600/3704/8833/7364/54659/2946/54657/54963/8824/4257/2939/653689",31,"XYT"
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","26/1346","62/8859",0.419354838709677,2.76007764942722,5.8863224693043,3.41477286821627e-07,7.99964273323393e-07,2.36281670675252e-07,"5290/3845/207/2475/3479/3480/5295/3630/3643/5293/6648/3065/6198/23411/5291/6647/3066/847/5562/5563/9474/5564/51422/107/5571/5565",26,"XYT"
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","20/1346","41/8859",0.48780487804878,3.21059689051571,6.00482160184492,4.06938228612966e-07,9.46696573509332e-07,2.79621297438734e-07,"2903/2892/2561/2904/2890/773/2902/2563/1139/2556/116443/2906/774/2891/116444/2558/2893/89832/55879/2560",20,"XYT"
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","42/1346","128/8859",0.328125,2.15962806463596,5.59339360525058,4.16955739173485e-07,9.63311535331844e-07,2.84528780270835e-07,"4830/100/50940/8622/4907/4860/5144/7498/5141/3251/3615/10846/8654/27115/10606/5139/9060/2984/132/5138/4881/22978/107/5143/5137/3704/8833/5142/5198/5140/5146/5136/353/5151/5150/5169/5158/5152/9061/5153/2977/51020",42,"XYT"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","36/1346","103/8859",0.349514563106796,2.30040825747631,5.61861310696769,4.9649327363546e-07,1.13921401827314e-06,3.36484266198509e-07,"5290/7124/3569/3458/7040/3586/3553/4790/3576/836/5295/5970/2335/5747/7099/1437/4843/7097/1277/5293/5578/5291/7042/3315/2919/3689/5052/5579/929/6317/384/383/2920/5272/107/5269",36,"XYT"
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","23/1346","52/8859",0.442307692307692,2.91114698822723,5.85012892968844,5.15118064162485e-07,1.17390851356757e-06,3.4673181547636e-07,"5290/207/5295/5293/5291/5579/6514/476/3099/8972/6523/776/279/478/482/481/480/486/80201/477/483/276/80834",23,"XYT"
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","39/1346","116/8859",0.336206896551724,2.21282087410975,5.56517841483731,5.31519567580259e-07,1.20310172391478e-06,3.55354476191638e-07,"5594/5595/5578/5579/2752/2903/2892/6507/2904/5321/2911/2744/3708/2890/773/5338/1742/27165/2902/776/3710/775/6506/5337/107/2917/116443/2901/6505/2906/2898/3709/2891/2900/81539/54407/116444/2914/2893",39,"XYT"
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","28/1346","71/8859",0.394366197183099,2.59560931712115,5.71339680148875,5.61270050908209e-07,1.26191588627013e-06,3.72726137657165e-07,"1956/4233/6714/4790/3576/5781/836/3725/5970/4792/1432/5599/6868/5879/4067/3551/5602/6416/7082/1147/2919/3579/9020/5601/1445/3577/2920/50848",28,"XYT"
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","20/1346","42/8859",0.476190476190476,3.13415410740819,5.86777800619485,6.66662282488115e-07,1.48887909755679e-06,4.39763189851809e-07,"7157/7037/7018/3162/1356/1536/2495/2879/9474/23657/2512/246/10533/81631/2182/2937/4891/2730/2729/2180",20,"XYT"
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","47/1346","153/8859",0.30718954248366,2.02183666928882,5.39636778596674,7.70935141848845e-07,1.71035279814148e-06,5.05178831187113e-07,"4830/3620/9249/250/1728/1719/6470/2990/54658/251/1503/169355/210/217/2235/790/248/249/212/4351/10243/29968/10327/9104/54578/51109/54600/8836/2937/7390/586/6472/2730/23475/7364/54659/2729/1723/55163/54657/79001/224/2677/587/55191/387787/9054",47,"XYT"
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","46/1346","149/8859",0.308724832214765,2.0319415219841,5.37678681741957,8.62207746683167e-07,1.90026049433461e-06,5.61270970832533e-07,"5290/3815/3845/207/5156/1956/2475/5604/5594/5894/3576/5781/1950/5159/5295/3630/5294/3643/5595/5605/5293/5578/5291/6850/2147/2185/3579/5737/8877/5154/183/2149/2534/185/3577/5321/2911/5338/554/5337/107/375/2917/382/1759/2914",46,"XYT"
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","50/1346","168/8859",0.297619047619048,1.95884631713012,5.31070825358238,9.9448235525772e-07,2.17746136608717e-06,6.43146483620404e-07,"5290/207/5156/1956/595/3569/4609/3458/1026/6774/596/2475/3586/6772/5894/5781/3558/1950/5159/3565/5295/1387/3717/3952/3716/598/2670/1437/1440/894/3575/5293/4170/3456/3596/5291/6777/3567/3562/3718/9021/2057/3953/6776/5292/6775/5777/5154/5771/316",50,"XYT"
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","25/1346","62/8859",0.403225806451613,2.65392081675694,5.53129645688912,1.38584008137444e-06,3.01465212506778e-06,8.90423565613108e-07,"5743/5742/5320/240/5730/239/2879/1571/8644/9536/5321/247/1559/1557/246/1555/1558/2053/4048/873/5740/5319/22949/145482/2687",25,"XYT"
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","57/1346","203/8859",0.280788177339901,1.84807018057518,5.17374311660885,1.44923810429436e-06,3.13222428992652e-06,9.25150300873819e-07,"7124/3569/355/356/3553/6714/8743/841/4790/5594/3576/5781/581/836/8795/3725/5970/4792/5595/7099/1432/7186/5599/60/842/4615/5879/2597/2353/25/3551/54205/5602/4627/114548/9076/2147/7082/1147/578/834/840/2017/5777/5601/1364/100506658/2149/2534/3654/4691/9075/71/10097/7122/375/382",57,"XYT"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","83/1346","333/8859",0.249249249249249,1.64048967243618,5.0424924596729,1.60824849809117e-06,3.45361055679836e-06,1.02007664521303e-06,"7157/5728/472/5290/3845/7124/207/1499/1956/7015/4193/1027/5925/595/355/1026/2475/356/7422/1019/5604/6772/841/4790/5594/5894/1950/581/5159/836/5295/4851/5743/5315/5970/1387/3716/1021/2335/2932/5747/5595/8313/545/6696/1385/1017/894/898/1277/5605/5293/3659/3065/1869/3456/7057/6198/8312/5291/3106/3551/7474/890/7450/3066/3685/1147/3690/7448/578/6934/572/5663/7471/29110/5590/5610/5515/3676/5584/5516/3693",83,"XYT"
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","42/1346","134/8859",0.313432835820896,2.06292830054778,5.24755893959826,1.64976184839878e-06,3.52019247906745e-06,1.03974263325166e-06,"5604/5594/5894/796/5595/5605/5580/1906/5578/4627/4879/4638/1909/4878/5320/59/5579/5581/183/135/5588/185/5321/3708/779/776/3710/775/801/3778/808/805/4881/107/136/147/5501/3709/5319/85366/146/2977",42,"XYT"
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","44/1346","144/8859",0.305555555555556,2.01108221892026,5.17747125856955,2.02640050530994e-06,4.28868781600752e-06,1.26672947275634e-06,"5290/207/2475/5295/7186/5599/5293/5578/5291/6667/54205/5602/7494/8678/4217/5579/5601/2903/2892/6095/6261/2081/2904/2911/3708/2890/773/7416/2902/3710/7436/5693/5715/487/116443/10105/2906/3709/5690/90550/2891/3752/116444/3748",44,"XYT"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","26/1346","67/8859",0.388059701492537,2.55410170544011,5.40451432334364,2.03552645595581e-06,4.28868781600752e-06,1.26672947275634e-06,"5315/2597/2023/3939/2645/3099/5106/223/5105/3945/226/217/7167/5313/2203/229/10327/128/5213/218/55902/126/5223/80201/224/125",26,"XYT"
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","66/1346","250/8859",0.264,1.7375750371471,5.00706851001803,2.38962242315002e-06,5.00327194847036e-06,1.47779281431646e-06,"7157/472/5290/7124/207/1956/4193/596/2475/3553/6714/4790/5594/3576/581/5295/3725/5970/4792/598/2932/5747/5595/7099/1432/1437/7186/5599/5580/5293/60/3456/4615/5879/6198/5291/3551/54205/5602/114548/1147/718/834/8678/2017/29110/5601/5581/3099/929/5588/9474/3708/1398/7416/2931/71/81631/3710/7334/10097/375/382/3709/9140/80201",66,"XYT"
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","66/1346","251/8859",0.262948207171315,1.73065242743735,4.97027291838042,2.77348389370014e-06,5.77091369186053e-06,1.70452753192424e-06,"5290/7124/207/1499/3569/4609/596/3553/8743/5604/841/4790/5594/5894/3576/581/836/5294/8795/3725/5970/4792/3320/5595/7099/5788/1432/7186/7097/5605/5599/5293/60/330/4615/5879/2597/2353/5291/3551/54205/5602/114548/329/6416/51176/1147/578/834/54106/6934/840/7295/3326/5601/3654/929/5585/5609/71/10097/23643/375/10333/382/10120",66,"XYT"
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","25/1346","65/8859",0.384615384615385,2.53143216367585,5.24499266569586,3.86120843721544e-06,7.9845976942418e-06,2.35837292461502e-06,"5443/1385/1586/6667/3949/8622/1386/1584/183/468/1583/185/3284/3283/8912/3708/779/776/3710/775/107/3709/5151/3776/8911",25,"XYT"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","37/1346","116/8859",0.318965517241379,2.09934288056566,5.04447062219301,4.29692517225632e-06,8.83110388163109e-06,2.60840146071743e-06,"6390/6389/5315/2597/2023/2875/7086/2539/4191/6470/847/2645/3099/2806/2746/84706/4190/226/5226/7167/5313/2203/1431/29968/229/128/9104/38/5213/4967/55902/6472/5223/5096/2805/5095/80201",37,"XYT"
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","33/1346","99/8859",0.333333333333333,2.19390787518574,5.0561509893281,4.85623752262363e-06,9.91975347609095e-06,2.92995075177549e-06,"5290/3845/207/5156/1956/2475/3091/5604/5594/5894/1950/5159/5295/3725/5595/5605/5599/5293/5578/5879/6198/2353/5291/6667/5602/5579/5601/5154/5321/5338/5130/5337/6582",33,"XYT"
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","11/1346","17/8859",0.647058823529412,4.25876234594878,5.69227100586501,4.88608138241145e-06,9.92022583701719e-06,2.93009027079219e-06,"768/2752/2746/771/759/760/762/765/11238/763/761",11,"XYT"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","20/1346","47/8859",0.425531914893617,2.80073345768392,5.23895649565216,5.90050472987975e-06,1.19076450874079e-05,3.51710491191311e-06,"5315/4191/3939/31/5106/223/5105/2739/4190/3945/217/5313/10327/128/38/55902/126/224/32/125",20,"XYT"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","21/1346","51/8859",0.411764705882353,2.7101214928765,5.1839054743895,6.49572222450241e-06,1.30303409892713e-05,3.84871030005186e-06,"348/948/3949/335/19/338/4023/706/1071/8647/1593/4018/7416/345/9388/336/6646/337/8435/64241/64240",21,"XYT"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","23/1346","59/8859",0.389830508474576,2.5657566675901,5.10731463167671,7.18691013946434e-06,1.43310410519081e-05,4.23289193677724e-06,"2950/2944/2539/4953/2952/290/2936/2879/2876/5226/2947/2938/2937/51056/2730/2729/2946/26873/4257/373156/2687/2939/653689",23,"XYT"
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","32/1346","97/8859",0.329896907216495,2.17129026822506,4.90944558895812,8.61342520007058e-06,1.70739493610866e-05,5.04305181442936e-06,"5594/5595/1385/5578/2353/5579/2903/2892/3762/6261/4842/2904/8912/3708/818/2890/2902/776/3710/775/801/808/805/107/815/2906/2891/816/3763/2893/2977/8911",32,"XYT"
"Organismal Systems","Immune system","hsa04611","Platelet activation","38/1346","126/8859",0.301587301587302,1.98496426802519,4.7131112559293,1.39200426341056e-05,2.74306722495611e-05,8.10206815855064e-06,"5290/207/6714/5594/5295/5294/5595/1432/695/1277/5293/60/4067/5291/6850/2147/7450/4846/3690/5742/4638/5590/2149/2534/5321/3708/71/5584/3710/2243/107/5501/2244/3709/64805/2811/85366/2977",38,"XYT"
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","29/1346","86/8859",0.337209302325581,2.21941843187394,4.80962913448059,1.40108317617002e-05,2.7448120702746e-05,8.10722182579144e-06,"1499/60/2697/51176/3685/3728/3690/6934/3676/1832/4842/859/1605/779/71/776/775/3693/487/88/55799/9254/783/785/6546/6543/784/782/93589",29,"XYT"
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","18/1346","42/8859",0.428571428571429,2.82073869666737,5.00605389378719,1.52984185333302e-05,2.97963384224745e-05,8.80080380742373e-06,"3620/1545/1543/847/4129/4128/1544/223/1644/169355/217/38/438/11185/51166/15/224/316",18,"XYT"
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","30/1346","92/8859",0.326086956521739,2.14621422572518,4.67754396397615,2.10948159161806e-05,4.0633892465664e-05,1.20018409796462e-05,"3845/5156/1956/6714/5604/5594/5894/1950/5159/5595/5605/5578/2697/983/7082/5579/1813/5154/3358/5598/3356/2911/3708/5607/153/3710/107/1812/3709/2977",30,"XYT"
"Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","10/1346","16/8859",0.625,4.11357726597325,5.27598436509657,2.11053650418673e-05,4.0633892465664e-05,1.20018409796462e-05,"4282/4129/4128/2806/1644/6898/218/8639/2805/5053",10,"XYT"
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","26/1346","75/8859",0.346666666666667,2.28166419019316,4.7178311322425,2.22315421485783e-05,4.25575235415641e-05,1.25700148088202e-05,"7173/6528/50506/213/7276/1385/5578/3309/2936/5579/1386/476/468/2876/3708/821/3710/478/482/107/481/480/486/3709/477/483",26,"XYT"
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","30/1346","93/8859",0.32258064516129,2.12313665340555,4.60847265864646,2.66880165363445e-05,5.07982132936103e-05,1.50040284355047e-05,"3458/6772/4790/5594/3558/3565/4851/3725/5970/3717/4792/3716/5595/1432/5599/2353/3596/920/3551/6777/3567/5602/3718/1147/6776/4772/3932/6775/5601/5588",30,"XYT"
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","34/1346","111/8859",0.306306306306306,2.01602345287338,4.55926156696423,2.72135047201489e-05,5.15057857697734e-05,1.52130207772465e-05,"5290/3845/207/5604/5594/3479/5894/3480/5295/3630/5241/3320/6790/5595/1432/1017/5599/5293/5291/5347/5602/983/890/891/3326/993/995/5601/6195/6197/27330/6196/107/5140",34,"XYT"
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","44/1346","158/8859",0.278481012658228,1.83288506028175,4.47108271849973,2.81303751325894e-05,5.29419981427947e-05,1.56372280453188e-05,"7157/11200/472/1029/4193/1027/5925/595/4609/1026/7040/1030/1019/1387/1021/2932/545/1017/5111/5591/894/898/4087/4088/3065/1869/25/7042/5347/983/9212/890/891/3066/993/7531/7465/995/1870/5515/2810/7534/55869/5516",44,"XYT"
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","46/1346","169/8859",0.272189349112426,1.79147506967829,4.39697885739114,3.50325473171116e-05,6.55637058728067e-05,1.93652422687944e-05,"5728/5290/3845/207/6794/596/2475/3091/5604/5594/5894/3480/5295/3630/598/5595/5605/5599/1508/5580/5293/6198/5291/3146/1612/5602/1509/9451/1514/8678/572/29110/5562/5601/1965/5563/5515/5588/2081/3916/9474/3708/10533/81631/5516/9140",46,"XYT"
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","12/1346","23/8859",0.521739130434783,3.43394276116028,4.94686545594132,3.80501120759005e-05,7.08154863634815e-05,2.09164358779804e-05,"1636/4311/5972/290/59272/183/185/186/2028/3816/5550/10159",12,"XYT"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","66/1346","271/8859",0.243542435424354,1.60292900105821,4.26666431061324,4.12451810654961e-05,7.63377660604485e-05,2.25475255606667e-05,"7157/6390/6389/581/836/4780/598/9817/5599/842/3309/54205/5602/6647/9451/1649/7494/7054/6622/4137/120892/7295/4129/11315/4128/4217/1813/5601/317/6531/22926/7345/468/1965/9377/1843/135/6571/2081/65018/3708/818/7416/3710/801/5693/5715/808/805/4891/1327/1812/815/10105/3709/5690/90550/7384/1340/816/1329/1345/1346/1351/1350/1349",66,"XYT"
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","29/1346","93/8859",0.311827956989247,2.05236543162537,4.31808302564494,7.26643008197611e-05,0.000133750224036373,3.95051722212698e-05,"999/1499/1956/2064/4233/2260/6714/5594/3480/1387/3643/5595/4088/60/5879/6615/6591/51176/7082/6934/52/5777/2534/5770/1457/5792/7525/1459/71",29,"XYT"
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","29/1346","95/8859",0.305263157894737,2.00915773832799,4.18555782719557,0.000111190355984322,0.000203545187184415,6.01201809751297e-05,"7124/3569/3458/7040/7422/3553/3576/3725/8600/3383/3552/6347/3605/10673/7099/1437/7097/2321/4312/2353/7042/4314/942/1513/1514/2919/3689/3683/2920",29,"XYT"
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","42/1346","157/8859",0.267515923566879,1.76071587435288,4.07048762997476,0.000115871262551455,0.000210961266058356,6.23106331798444e-05,"999/1499/595/4609/7040/7161/11186/9113/26524/332/2932/8313/10413/894/4087/4088/174/60/5054/330/8312/7042/7474/329/6591/51176/650/652/6934/3689/7531/7471/5590/659/5515/7534/4086/1742/71/5584/5516/5501",42,"XYT"
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","31/1346","105/8859",0.295238095238095,1.94317554659308,4.11497863141449,0.000130512586674177,0.000236333602896482,6.9804740525591e-05,"7124/7040/3479/60/70/7042/3685/3690/183/3676/4842/859/1605/779/71/776/153/775/7137/3693/107/487/55799/9254/783/785/6546/6543/784/782/93589",31,"XYT"
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","30/1346","101/8859",0.297029702970297,1.95496741353184,4.08536103415003,0.000147790117786891,0.000266181126121551,7.86206625465069e-05,"3815/3845/1499/5604/5594/5894/1387/5443/4286/2932/5595/1385/5605/1906/5578/7474/51176/7299/6934/5579/7471/7306/818/1638/801/808/805/107/815/816",30,"XYT"
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","27/1346","89/8859",0.303370786516854,1.99670267292185,3.99985735047074,0.000212443984416342,0.000380581469408955,0.000112410551844279,"6714/5578/5579/2572/2752/2561/2571/2744/773/779/2550/27165/776/2563/775/10243/2556/107/57468/774/81539/54407/18/2558/3763/55879/2560",27,"XYT"
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","12/1346","27/8859",0.444444444444444,2.92521050024765,4.240472460683,0.00027075599224941,0.000482464135125279,0.000142503153815479,"250/1719/7054/231/251/8644/248/249/10243/8836/873/5053",12,"XYT"
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","18/1346","51/8859",0.352941176470588,2.32296127960843,4.01030350670105,0.000309155125512013,0.000547973370616531,0.000161852307424836,"3479/3480/5743/3630/3643/1586/1588/3949/1545/1543/240/1583/8644/3284/3283/5321/3292/107",18,"XYT"
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","27/1346","91/8859",0.296703296703297,1.9528190976928,3.86691434618307,0.000317602546088289,0.000559983436524088,0.000165399663890854,"5290/3845/207/5604/4790/5594/5894/5295/3725/5970/4792/2932/5595/695/5605/5293/5879/4067/2353/5291/3551/6850/1147/975/4772/5579/5777",27,"XYT"
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","16/1346","43/8859",0.372093023255814,2.4490134420678,4.03138731410165,0.000332191081102073,0.000582638807168558,0.000172091273759134,"948/335/19/338/5320/2806/2169/38/8694/84649/337/5319/5406/64241/64240/29881",16,"XYT"
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","30/1346","106/8859",0.283018867924528,1.86275196949732,3.78219661207676,0.000375799200244009,0.000655691312925746,0.000193668447494172,"5578/5879/1080/885/5320/5579/5644/952/476/6548/760/3708/3710/279/3778/478/1131/6558/482/107/487/481/480/486/3709/477/5319/483/5406/276",30,"XYT"
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","32/1346","116/8859",0.275862068965517,1.81564789670544,3.74270114058227,0.000403034509291373,0.000699567671567927,0.000206628000400268,"5290/1499/5781/7852/4318/4313/5295/3383/5747/1432/5293/60/5578/7412/5879/5291/9076/2185/5175/3689/3683/5579/1536/1364/100506658/1535/3676/653361/9075/71/50848/7122",32,"XYT"
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","18/1346","52/8859",0.346153846153846,2.27828894730826,3.91291470369099,0.000406641865158987,0.000702190849630209,0.000207402796120156,"1786/4191/3939/4507/4548/2806/4190/3945/6898/29968/2937/586/2730/2805/2729/10768/635/587",18,"XYT"
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","16/1346","44/8859",0.363636363636364,2.39335404565717,3.92157329388911,0.000449351682952953,0.000771963147637125,0.000228011110378287,"7124/355/3458/356/3553/3558/3630/4049/3552/3106/942/5551/3002/3329/2572/2571",16,"XYT"
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","22/1346","70/8859",0.314285714285714,2.06854171088941,3.79887007860816,0.000463310515557424,0.000791882768937434,0.000233894674878614,"595/841/836/3383/959/857/60/842/5879/25/3106/54205/942/5551/3689/3683/2534/4842/1981/859/1605/71",22,"XYT"
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","47/1346","193/8859",0.243523316062176,1.60280316270046,3.58367409943633,0.000510328928441947,0.000867818228568793,0.000256323373088662,"5290/3845/207/6774/6714/5604/6772/4790/5594/5894/3576/7852/5295/5294/5970/3717/6347/4792/2932/5747/5595/3627/5580/5293/5879/4067/5291/3551/6777/3718/1147/2919/2185/3579/572/5579/5590/409/6367/1233/3577/653361/1398/2920/2931/10850/107",47,"XYT"
"Human Diseases","Substance dependence","hsa05034","Alcoholism","46/1346","188/8859",0.24468085106383,1.61042173816825,3.5806180466035,0.00052150382372715,0.000882342328023208,0.000260613287774333,"3845/5604/5594/5894/627/5595/4915/1385/3065/9734/1392/4852/9759/3066/7054/8841/10013/4129/4128/1813/1386/6531/468/2903/135/6571/1644/2904/10014/2902/2030/51564/801/83933/55869/808/805/116443/136/3177/1812/814/5501/2906/79885/116444",46,"XYT"
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","37/1346","144/8859",0.256944444444444,1.69113732045567,3.53912228444226,0.000672337989173114,0.00113182525815574,0.000334301883005939,"5290/3845/207/1499/4609/6774/2260/2261/5604/2263/5594/3479/5894/3480/5295/3717/2247/3716/2932/5595/8313/1432/5605/4087/4088/5293/2264/8312/5291/3718/7474/652/7471/2103/659/9421/4086",37,"XYT"
"Organismal Systems","Sensory system","hsa04742","Taste transduction","25/1346","86/8859",0.290697674418605,1.91329175161547,3.60220454442389,0.000730292502547735,0.00122323994176746,0.000361302606523616,"3350/2911/6337/773/2550/6340/3710/775/6335/2556/1131/6338/3359/5137/3351/5136/3352/2914/2558/5153/6328/170572/3354/80834/54429",25,"XYT"
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","16/1346","46/8859",0.347826086956522,2.28929517410685,3.71067622258302,0.000792538369481946,0.00131661564356991,0.00038888254672607,"3162/1356/2990/54658/2495/210/2395/2512/2235/212/54578/54600/7390/7364/54659/54657",16,"XYT"
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","19/1346","59/8859",0.322033898305085,2.11953811670486,3.65180204722808,0.000793899582092903,0.00131661564356991,0.00038888254672607,"5290/207/5295/5743/3630/3643/5293/5291/4852/5742/154/4878/2167/155/153/134/4881/107/5140",19,"XYT"
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","12/1346","30/8859",0.4,2.63268945022288,3.79133472816325,0.000866126677518933,0.00142799852795042,0.000421781183432332,"2990/54658/223/217/10327/9104/54578/54600/7364/54659/54657/224",12,"XYT"
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","14/1346","38/8859",0.368421052631579,2.42484554625792,3.72549813217151,0.000869587163289213,0.00142799852795042,0.000421781183432332,"23411/4907/4860/51548/952/23410/4837/22933/23408/22978/23475/5169/316/55191",14,"XYT"
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","35/1346","136/8859",0.257352941176471,1.69382593304781,3.45120470498565,0.000899732219128339,0.00147029411418533,0.000434273831055527,"5290/3845/7124/355/3458/356/8743/5604/5594/5894/5781/836/5295/8795/3383/5595/1437/5605/5293/5578/3456/5879/5291/3106/6850/5551/2185/3002/3689/4772/3932/3683/5579/5777/2534",35,"XYT"
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","27/1346","99/8859",0.272727272727273,1.79501553424287,3.36685825057312,0.00133646851759507,0.0021733832689046,0.000641941955308823,"5290/207/5604/5594/5894/5295/5595/5788/5580/5293/5578/5879/4067/6198/5291/6850/5579/8877/5581/2934/5321/653361/1398/5338/5337/10097/382",27,"XYT"
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","35/1346","139/8859",0.251798561151079,1.65726853880937,3.30579315248814,0.00136367828820127,0.00220691896882815,0.0006518472366688,"367/5604/5594/3479/3480/3630/5241/6790/5595/1432/1017/898/5347/983/891/7531/995/5515/6195/7534/3708/818/6197/3710/27330/801/6196/808/805/5516/107/815/5501/3709/816",35,"XYT"
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","41/1346","170/8859",0.241176470588235,1.58735687439909,3.27284389817813,0.00138120435821824,0.00222453586539957,0.000657050656237423,"2064/6794/595/1019/6714/3725/5111/5599/60/5879/1080/5602/4627/3308/9076/7082/2017/4217/5562/5601/1364/100506658/5590/5581/5563/5515/5564/9075/5609/71/51422/776/5584/50848/23327/5516/10097/7122/5571/5565/5872",41,"XYT"
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","17/1346","53/8859",0.320754716981132,2.11111889876363,3.43394078743996,0.00154853626953258,0.00248210358992064,0.000733127219018195,"2099/7421/5578/5579/476/624/478/482/481/3816/480/486/477/483/1759/6546/6543",17,"XYT"
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","14/1346","41/8859",0.341463414634146,2.247417823361,3.3884610642409,0.00203211111433735,0.00324170106334768,0.000957485938585018,"6470/4129/4128/2628/212/29968/8639/6472/5223/63826/1610/635/1757/51268",14,"XYT"
