"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Type"
"BP","GO:0032107","regulation of response to nutrient levels","6/78","28/18888",0.214285714285714,51.8901098901099,17.3530554237414,1.42893921682699e-09,1.64804323007379e-07,9.51372689097967e-08,"596/581/7421/6256/5465/1594",6,"ZBM"
"BP","GO:0007214","gamma-aminobutyric acid signaling pathway","6/78","29/18888",0.206896551724138,50.1007957559682,17.0397254519041,1.79582016295343e-09,1.93851618275622e-07,1.11905520437479e-07,"2561/2563/2556/785/2558/2560",6,"ZBM"
"BP","GO:0045471","response to ethanol","9/78","122/18888",0.0737704918032787,17.8638083228247,12.0332824391078,1.82086057628836e-09,1.93851618275622e-07,1.11905520437479e-07,"841/1728/5465/3066/2903/5423/2904/2902/116443",9,"ZBM"
"BP","GO:0072593","reactive oxygen species metabolic process","11/78","238/18888",0.046218487394958,11.1919844861021,10.1892497661935,3.73606094882587e-09,3.83015433568519e-07,2.21104893579637e-07,"596/7040/1906/1728/2147/5465/1543/10013/8644/2902/873",11,"ZBM"
"BP","GO:0051924","regulation of calcium ion transport","11/78","247/18888",0.0445344129554656,10.7841793833697,9.96718854268978,5.50414196439198e-09,5.44123748479893e-07,3.14108552704775e-07,"596/581/2147/2902/776/775/783/785/116444/784/782",11,"ZBM"
"BP","GO:0055074","calcium ion homeostasis","12/78","326/18888",0.0368098159509202,8.91363850873053,9.28126168163644,8.95095256646869e-09,8.54352989792598e-07,4.93195861920126e-07,"596/581/7421/1906/7474/2147/1594/779/2902/775/783/785",12,"ZBM"
"BP","GO:0050804","modulation of chemical synaptic transmission","14/78","493/18888",0.0283975659229209,6.87657980964269,8.513979417789,1.25811833776608e-08,1.15242392904135e-06,6.65264498130809e-07,"1906/7474/10013/952/2903/2904/773/2902/116443/2906/774/9254/785/116444",14,"ZBM"
"BP","GO:0099177","regulation of trans-synaptic signaling","14/78","494/18888",0.0283400809716599,6.86265960759888,8.50265301735945,1.29064818642637e-08,1.15242392904135e-06,6.65264498130809e-07,"1906/7474/10013/952/2903/2904/773/2902/116443/2906/774/9254/785/116444",14,"ZBM"
"BP","GO:0071383","cellular response to steroid hormone stimulus","10/78","213/18888",0.0469483568075117,11.3687251715421,9.79984605918046,1.73722262326036e-08,1.50269756912021e-06,8.67468402009612e-07,"2099/367/2100/1906/3065/6256/842/5465/10013/8644",10,"ZBM"
"BP","GO:0042692","muscle cell differentiation","13/78","428/18888",0.0303738317757009,7.35514018691589,8.56378124216645,2.00686323688073e-08,1.67230573282656e-06,9.65378803784117e-07,"596/7040/836/1906/9734/9759/5465/8841/6095/8912/779/9254/785",13,"ZBM"
"BP","GO:1901654","response to ketone","10/78","217/18888",0.0460829493087558,11.1591634172279,9.69255820078684,2.07337990105339e-08,1.67230573282656e-06,9.65378803784117e-07,"7040/367/1906/842/1728/10013/952/5563/8644/2560",10,"ZBM"
"BP","GO:0035249","synaptic transmission, glutamatergic","8/78","113/18888",0.0707964601769911,17.143635125936,11.0837054490773,2.11454843384861e-08,1.67230573282656e-06,9.65378803784117e-07,"10013/2903/2904/2902/116443/2906/785/116444",8,"ZBM"
"BP","GO:0006476","protein deacetylation","6/78","43/18888",0.13953488372093,33.788908765653,13.861094166782,2.20159138947721e-08,1.69277915724248e-06,9.77197581645149e-07,"3065/9734/9759/8841/10013/5563",6,"ZBM"
"BP","GO:0032355","response to estradiol","8/78","115/18888",0.0695652173913043,16.8454849498328,10.9754417486532,2.42807399760643e-08,1.76866021720384e-06,1.02100175301013e-06,"2099/7040/841/2100/836/842/1728/952",8,"ZBM"
"BP","GO:1904035","regulation of epithelial cell apoptotic process","8/78","115/18888",0.0695652173913043,16.8454849498328,10.9754417486532,2.42807399760643e-08,1.76866021720384e-06,1.02100175301013e-06,"2099/596/7040/581/5054/5465/5563/8644",8,"ZBM"
"BP","GO:1903169","regulation of calcium ion transmembrane transport","9/78","168/18888",0.0535714285714286,12.9725274725275,10.0374167124424,3.03000756749869e-08,2.15052844790676e-06,1.24144439607639e-06,"596/581/2147/2902/775/783/785/784/782",9,"ZBM"
"BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","9/78","169/18888",0.0532544378698225,12.8957669549386,10.0029678140531,3.18989611003836e-08,2.20740810814655e-06,1.27427955132585e-06,"2099/596/581/1906/952/773/2902/775/784",9,"ZBM"
"BP","GO:0006775","fat-soluble vitamin metabolic process","6/78","47/18888",0.127659574468085,30.9132569558101,13.2219359651188,3.82722038389576e-08,2.5838404933228e-06,1.49158422150289e-06,"1728/1576/1543/1594/873/79001",6,"ZBM"
"BP","GO:0003012","muscle system process","13/78","459/18888",0.028322440087146,6.85838779956427,8.18216000761554,4.56095617850104e-08,2.99162612095473e-06,1.72698830681826e-06,"1906/5578/9759/5465/3066/952/8912/779/776/775/1131/783/782",13,"ZBM"
"BP","GO:0022612","gland morphogenesis","8/78","125/18888",0.064,15.4978461538462,10.4722921113426,4.67137744231079e-08,2.99162612095473e-06,1.72698830681826e-06,"2099/596/7040/367/581/7421/7474/5423",8,"ZBM"
"BP","GO:0014075","response to amine","6/78","49/18888",0.122448979591837,29.6514913657771,12.9315547668252,4.95178991861836e-08,2.99162612095473e-06,1.72698830681826e-06,"1906/9734/1728/3066/10013/2903",6,"ZBM"
"BP","GO:0098659","inorganic cation import across plasma membrane","8/78","126/18888",0.0634920634920635,15.3748473748474,10.4251747319519,4.9716330044768e-08,2.99162612095473e-06,1.72698830681826e-06,"8912/773/779/776/775/777/774/8911",8,"ZBM"
"BP","GO:0099587","inorganic ion import across plasma membrane","8/78","126/18888",0.0634920634920635,15.3748473748474,10.4251747319519,4.9716330044768e-08,2.99162612095473e-06,1.72698830681826e-06,"8912/773/779/776/775/777/774/8911",8,"ZBM"
"BP","GO:0042178","xenobiotic catabolic process","5/78","25/18888",0.2,48.4307692307692,15.2812606605366,5.25190525272973e-08,3.04962354279913e-06,1.76046871690336e-06,"1576/1565/1543/8856/1429",5,"ZBM"
"BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","8/78","127/18888",0.062992125984252,15.2537855844942,10.3785930656168,5.2883645250852e-08,3.04962354279913e-06,1.76046871690336e-06,"841/581/842/2152/1612/668/2903/2904",8,"ZBM"
"BP","GO:0007215","glutamate receptor signaling pathway","6/78","50/18888",0.12,29.0584615384615,12.792807189667,5.60866079840044e-08,3.16832103876988e-06,1.82898970826463e-06,"2903/2904/2902/116443/2906/116444",6,"ZBM"
"BP","GO:0035601","protein deacylation","6/78","52/18888",0.115384615384615,27.9408284023669,12.5271613262981,7.13874265795211e-08,3.95200793544229e-06,2.28139186416238e-06,"3065/9734/9759/8841/10013/5563",6,"ZBM"
"BP","GO:0060402","calcium ion transport into cytosol","5/78","28/18888",0.178571428571429,43.2417582417582,14.4040477324254,9.6214893243466e-08,5.22201616662576e-06,3.01453473567764e-06,"596/581/2902/775/784",5,"ZBM"
"BP","GO:0007528","neuromuscular junction development","6/78","56/18888",0.107142857142857,25.9450549450549,12.0382857914802,1.12371470782111e-07,5.82599778003718e-06,3.36319768409509e-06,"779/9254/783/785/784/782",6,"ZBM"
"BP","GO:0098732","macromolecule deacylation","6/78","56/18888",0.107142857142857,25.9450549450549,12.0382857914802,1.12371470782111e-07,5.82599778003718e-06,3.36319768409509e-06,"3065/9734/9759/8841/10013/5563",6,"ZBM"
"BP","GO:0032409","regulation of transporter activity","10/78","260/18888",0.0384615384615385,9.31360946745562,8.69215721321201,1.13657471142344e-07,5.82599778003718e-06,3.36319768409509e-06,"596/1906/6256/1612/776/1131/783/785/784/782",10,"ZBM"
"BP","GO:0019748","secondary metabolic process","6/78","57/18888",0.105263157894737,25.4898785425101,11.9239943376842,1.25181636738836e-07,6.30005037260179e-06,3.63685597262303e-06,"596/7474/1576/1565/1543/8644",6,"ZBM"
"BP","GO:0098976","excitatory chemical synaptic transmission","4/78","12/18888",0.333333333333333,80.7179487179487,17.7879601335204,1.29883451033057e-07,6.41995343677684e-06,3.70607290729664e-06,"2903/2904/2902/2906",4,"ZBM"
"BP","GO:0099505","regulation of presynaptic membrane potential","5/78","30/18888",0.166666666666667,40.3589743589744,13.8928382112383,1.38615151732101e-07,6.73134631569219e-06,3.88583195437357e-06,"2904/2906/116444/2558/2560",5,"ZBM"
"BP","GO:0051153","regulation of striated muscle cell differentiation","7/78","97/18888",0.0721649484536082,17.4750198255353,10.4754155604261,1.48429960382323e-07,7.08369190238398e-06,4.0892319393896e-06,"596/7040/1906/9734/9759/5465/8841",7,"ZBM"
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","8/78","149/18888",0.0536912751677852,13.0015487867837,9.47090798505235,1.82598961832251e-07,8.45738985180514e-06,4.88223220073023e-06,"596/7040/2147/5465/10013/8644/2902/873",8,"ZBM"
"BP","GO:0032496","response to lipopolysaccharide","11/78","348/18888",0.0316091954022989,7.65428824049514,8.06809047762327,1.83324924533348e-07,8.45738985180514e-06,4.88223220073023e-06,"841/836/5054/1906/5578/842/7474/1728/3066/1543/1594",11,"ZBM"
"BP","GO:0070482","response to oxygen levels","11/78","354/18888",0.0310734463276836,7.52455454150369,7.97998934234981,2.17526360502713e-07,9.87070435854932e-06,5.69810207494595e-06,"596/7040/836/1906/842/5465/3066/1543/952/6095/5423",11,"ZBM"
"BP","GO:0010950","positive regulation of endopeptidase activity","8/78","153/18888",0.0522875816993464,12.6616390145802,9.32637457766934,2.23876520884243e-07,9.88845405134412e-06,5.70834851305916e-06,"841/581/842/2152/1612/668/2903/2904",8,"ZBM"
"BP","GO:0052548","regulation of endopeptidase activity","10/78","280/18888",0.0357142857142857,8.64835164835165,8.30293060205793,2.26106325252065e-07,9.88845405134412e-06,5.70834851305916e-06,"841/581/5054/3065/842/2152/1612/668/2903/2904",10,"ZBM"
"BP","GO:0001975","response to amphetamine","5/78","33/18888",0.151515151515152,36.6899766899767,13.2136974782037,2.28634775753621e-07,9.88845405134412e-06,5.70834851305916e-06,"1906/9734/3066/10013/2903",5,"ZBM"
"BP","GO:0010469","regulation of signaling receptor activity","7/78","104/18888",0.0673076923076923,16.2988165680473,10.0742995739012,2.39858823190558e-07,1.02142957321764e-05,5.89644847940515e-06,"5054/1906/3065/1612/5465/3066/10013",7,"ZBM"
"BP","GO:0010038","response to metal ion","11/78","360/18888",0.0305555555555556,7.3991452991453,7.89393133656673,2.5726969683098e-07,1.07897351640629e-05,6.22863476538162e-06,"596/841/836/1906/842/7474/1728/1543/5563/8644/8912",11,"ZBM"
"BP","GO:0002237","response to molecule of bacterial origin","11/78","369/18888",0.029810298102981,7.21867834062956,7.76849525133533,3.28969887574885e-07,1.35908753553326e-05,7.84566047664847e-06,"841/836/5054/1906/5578/842/7474/1728/3066/1543/1594",11,"ZBM"
"BP","GO:0120254","olefinic compound metabolic process","8/78","162/18888",0.0493827160493827,11.9582146248813,9.0200551655697,3.46934335728413e-07,1.41222682543566e-05,8.15241983956239e-06,"1576/1565/1543/1571/8644/8912/2902/873",8,"ZBM"
"BP","GO:0051968","positive regulation of synaptic transmission, glutamatergic","5/78","36/18888",0.138888888888889,33.6324786324786,12.6199313048108,3.59676893580267e-07,1.44287774120316e-05,8.32935964080617e-06,"10013/2903/2904/2902/2906",5,"ZBM"
"BP","GO:0048511","rhythmic process","10/78","297/18888",0.0336700336700337,8.15332815332815,8.0014628165001,3.89079654087493e-07,1.5385321178774e-05,8.88154759255359e-06,"2099/836/3065/5465/3066/8841/6095/5563/116443/2560",10,"ZBM"
"BP","GO:0006633","fatty acid biosynthetic process","8/78","166/18888",0.0481927710843374,11.6700648748842,8.89158894631225,4.17945340465751e-07,1.61832608156545e-05,9.34217748637188e-06,"1906/1576/1565/1543/5563/1571/8644/873",8,"ZBM"
"BP","GO:0006766","vitamin metabolic process","7/78","113/18888",0.0619469026548673,15.000680735194,9.61242125115637,4.23327044297904e-07,1.61832608156545e-05,9.34217748637188e-06,"1728/1576/1543/1594/8644/873/79001",7,"ZBM"
"BP","GO:0022898","regulation of transmembrane transporter activity","9/78","229/18888",0.0393013100436681,9.51696338595902,8.35012030745172,4.2679842469031e-07,1.61832608156545e-05,9.34217748637188e-06,"596/1906/1612/776/1131/783/785/784/782",9,"ZBM"
"BP","GO:0010952","positive regulation of peptidase activity","8/78","167/18888",0.0479041916167665,11.6001842468908,8.86015912420743,4.37526404429138e-07,1.63658525332413e-05,9.44758295765906e-06,"841/581/842/2152/1612/668/2903/2904",8,"ZBM"
"BP","GO:0006874","intracellular calcium ion homeostasis","10/78","302/18888",0.033112582781457,8.01833927661742,7.91733930814139,4.5341445758354e-07,1.67340162478832e-05,9.66011433841142e-06,"596/581/7421/1906/7474/2147/779/775/783/785",10,"ZBM"
"BP","GO:0052547","regulation of peptidase activity","10/78","304/18888",0.0328947368421053,7.96558704453441,7.8842304672128,4.81650494446997e-07,1.75422180082801e-05,1.01266682904507e-05,"841/581/5054/3065/842/2152/1612/668/2903/2904",10,"ZBM"
"BP","GO:0008544","epidermis development","11/78","387/18888",0.0284237726098191,6.88292585967005,7.52983829688048,5.27299077889732e-07,1.895537464414e-05,1.09424470298922e-05,"596/836/7421/3065/7474/5465/3066/8841/1594/8644/6820",11,"ZBM"
"BP","GO:0051146","striated muscle cell differentiation","10/78","313/18888",0.0319488817891374,7.73654460555419,7.73890189253719,6.2868777026432e-07,2.2047247543304e-05,1.27273052063947e-05,"596/7040/836/1906/9734/9759/5465/8841/8912/779",10,"ZBM"
"BP","GO:0010959","regulation of metal ion transport","11/78","394/18888",0.0279187817258883,6.76064037485357,7.44111200968232,6.29238640144875e-07,2.2047247543304e-05,1.27273052063947e-05,"596/581/2147/2902/776/775/783/785/116444/784/782",11,"ZBM"
"BP","GO:0050808","synapse organization","12/78","493/18888",0.0243407707910751,5.89421126540802,7.09072544401104,7.95652168771504e-07,2.7529565039494e-05,1.58921051604624e-05,"7474/10013/2561/2904/779/2556/9254/783/785/2558/784/782",12,"ZBM"
"BP","GO:0016049","cell growth","12/78","496/18888",0.0241935483870968,5.85856079404466,7.0610354872326,8.48065705389344e-07,2.89808132409593e-05,1.67298731745422e-05,"596/7040/2100/1906/7474/2147/5465/668/10013/1594/952/4133",12,"ZBM"
"BP","GO:0060443","mammary gland morphogenesis","5/78","44/18888",0.113636363636364,27.5174825174825,11.3398282106177,1.00976685269138e-06,3.40857883932896e-05,1.96768431628436e-05,"2099/367/581/7421/7474",5,"ZBM"
"BP","GO:0098661","inorganic anion transmembrane transport","7/78","130/18888",0.0538461538461538,13.0390532544379,8.86962257049185,1.09488186391765e-06,3.65136505942657e-05,2.10783851544323e-05,"7421/2561/2563/2556/2558/55879/2560",7,"ZBM"
"BP","GO:0001558","regulation of cell growth","11/78","418/18888",0.0263157894736842,6.37246963562753,7.152585476269,1.12345285676644e-06,3.70204465182084e-05,2.13709453204443e-05,"596/7040/2100/1906/7474/2147/5465/10013/1594/952/4133",11,"ZBM"
"BP","GO:0030308","negative regulation of cell growth","8/78","190/18888",0.0421052631578947,10.195951417004,8.20370971577787,1.16245542394018e-06,3.74148443426328e-05,2.15986209735764e-05,"596/7040/2100/7474/5465/10013/1594/4133",8,"ZBM"
"BP","GO:2000116","regulation of cysteine-type endopeptidase activity","8/78","190/18888",0.0421052631578947,10.195951417004,8.20370971577787,1.16245542394018e-06,3.74148443426328e-05,2.15986209735764e-05,"841/581/842/2152/1612/668/2903/2904",8,"ZBM"
"BP","GO:0045862","positive regulation of proteolysis","10/78","336/18888",0.0297619047619048,7.20695970695971,7.39243629671235,1.19616091162259e-06,3.80571655559923e-05,2.19694163804367e-05,"841/581/5747/842/2152/1612/3066/668/2903/2904",10,"ZBM"
"BP","GO:0009755","hormone-mediated signaling pathway","8/78","196/18888",0.0408163265306122,9.88383045525902,8.05072152879957,1.46824968171966e-06,4.61831263522728e-05,2.66603231680675e-05,"7068/2099/367/2100/3065/6256/5465/10013",8,"ZBM"
"BP","GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","4/78","21/18888",0.19047619047619,46.1245421245421,13.3231042009231,1.52669789753281e-06,4.74820200041664e-05,2.74101408451189e-05,"775/783/784/782",4,"ZBM"
"BP","GO:0043401","steroid hormone mediated signaling pathway","7/78","139/18888",0.0503597122302158,12.1947980077476,8.53039224056131,1.71669326520952e-06,5.27978550899995e-05,3.04788348138954e-05,"2099/367/2100/3065/6256/5465/10013",7,"ZBM"
"BP","GO:0060444","branching involved in mammary gland duct morphogenesis","4/78","22/18888",0.181818181818182,44.027972027972,13.0033932495749,1.86012316823598e-06,5.65804497766725e-05,3.26624287956301e-05,"2099/367/7421/7474",4,"ZBM"
"BP","GO:0098739","import across plasma membrane","8/78","203/18888",0.0394088669950739,9.54300871542251,7.88037185090964,1.90928998883867e-06,5.74447248815808e-05,3.31613524377242e-05,"8912/773/779/776/775/777/774/8911",8,"ZBM"
"BP","GO:0035094","response to nicotine","5/78","50/18888",0.1,24.2153846153846,10.5846836545715,1.9323177997634e-06,5.75124265563989e-05,3.32004348618092e-05,"596/836/1906/5465/3066",5,"ZBM"
"BP","GO:0044703","multi-organism reproductive process","8/78","204/18888",0.0392156862745098,9.49622926093514,7.8567108651388,1.98066656894669e-06,5.83243091791962e-05,3.36691136804152e-05,"2099/596/367/7421/1906/1543/1594/952",8,"ZBM"
"BP","GO:0042113","B cell activation","9/78","278/18888",0.0323741007194245,7.83951300498063,7.39790559220608,2.13843934731425e-06,6.23073696143774e-05,3.59684313487317e-05,"596/7040/841/581/836/3575/9734/9759/952",9,"ZBM"
"BP","GO:0048732","gland development","11/78","449/18888",0.0244988864142539,5.93249957169779,6.81170667713509,2.24920193983096e-06,6.48519892651261e-05,3.7437374393239e-05,"2099/596/7040/367/581/7421/1906/7474/1543/5423/785",11,"ZBM"
"BP","GO:0044706","multi-multicellular organism process","8/78","212/18888",0.0377358490566038,9.13788098693759,7.67311532797694,2.63806160490436e-06,7.52799435296418e-05,4.34571624117722e-05,"2099/596/367/7421/1906/1543/1594/952",8,"ZBM"
"BP","GO:0051402","neuron apoptotic process","9/78","292/18888",0.0308219178082192,7.463645943098,7.16792759758557,3.19737131725857e-06,9.03094265935889e-05,5.21332938732385e-05,"7068/596/841/581/836/842/1728/5423/10280",9,"ZBM"
"BP","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","8/78","221/18888",0.0361990950226244,8.76575008701706,7.47784875617492,3.59100447520068e-06,0.000100403034215712,5.79600722313092e-05,"1906/1612/776/1131/783/785/784/782",8,"ZBM"
"BP","GO:0042542","response to hydrogen peroxide","6/78","101/18888",0.0594059405940594,14.3853769992384,8.68554291645037,3.78633033228868e-06,0.000104805623597751,6.0501573099097e-05,"596/836/1906/1728/3066/10013",6,"ZBM"
"BP","GO:0019369","arachidonic acid metabolic process","5/78","58/18888",0.0862068965517241,20.8753315649867,9.76197324184933,4.0726626964193e-06,0.000111266910232506,6.42315065914755e-05,"1565/1543/1571/8644/873",5,"ZBM"
"BP","GO:0072330","monocarboxylic acid biosynthetic process","8/78","225/18888",0.0355555555555556,8.60991452991453,7.39460029565404,4.1001534840013e-06,0.000111266910232506,6.42315065914755e-05,"1906/1576/1565/1543/5563/1571/8644/873",8,"ZBM"
"BP","GO:0042759","long-chain fatty acid biosynthetic process","4/78","27/18888",0.148148148148148,35.8746438746439,11.6773339323854,4.39337637562396e-06,0.000116931401997376,6.75014710343843e-05,"1576/1565/1543/1571",4,"ZBM"
"BP","GO:1904862","inhibitory synapse assembly","4/78","27/18888",0.148148148148148,35.8746438746439,11.6773339323854,4.39337637562396e-06,0.000116931401997376,6.75014710343843e-05,"7474/2561/2556/2558",4,"ZBM"
"BP","GO:0001654","eye development","10/78","393/18888",0.0254452926208651,6.16167547465257,6.65877280476561,4.84384351977414e-06,0.000127692941549855,7.37138292031794e-05,"7068/596/581/3065/7474/3066/668/1543/779/775",10,"ZBM"
"BP","GO:0007584","response to nutrient","7/78","164/18888",0.0426829268292683,10.3358348968105,7.73232614769822,5.15293581267782e-06,0.0001345596823537,7.76778208902178e-05,"7421/6256/1728/5465/1543/1594/8644",7,"ZBM"
"BP","GO:0150063","visual system development","10/78","397/18888",0.0251889168765743,6.09959310211199,6.61279367920918,5.2959234356031e-06,0.000135940826334164,7.84751195525024e-05,"7068/596/581/3065/7474/3066/668/1543/779/775",10,"ZBM"
"BP","GO:0008406","gonad development","8/78","233/18888",0.0343347639484979,8.31429514691317,7.23414498583683,5.30404958240233e-06,0.000135940826334164,7.84751195525024e-05,"2099/596/367/581/836/7474/668/8644",8,"ZBM"
"BP","GO:0051147","regulation of muscle cell differentiation","7/78","165/18888",0.0424242424242424,10.2731934731935,7.70403004906002,5.36354792353764e-06,0.000136204593140846,7.86273853011119e-05,"596/7040/1906/9734/9759/5465/8841",7,"ZBM"
"BP","GO:0001666","response to hypoxia","9/78","313/18888",0.0287539936102236,6.96289014499877,6.85013230522892,5.62026576025037e-06,0.000141426323857937,8.16417552541632e-05,"596/7040/836/1906/842/5465/1543/952/6095",9,"ZBM"
"BP","GO:0001676","long-chain fatty acid metabolic process","6/78","109/18888",0.055045871559633,13.3295695130558,8.3130295676517,5.893983298331e-06,0.000144733562790488,8.35509386659419e-05,"1576/1565/1543/1571/8644/873",6,"ZBM"
