"identifier","score","Gene"
"6LE3",0.950189622750814,"ACE"
"2Z1P",0.949492748262471,"ACE"
"5OJT",0.942889507214749,"ACE"
"8B3A",0.942889507214749,"ACE"
"5LFH",0.928646824634856,"ACE"
"1J37",0.927342556273516,"ACE"
"2X91",0.903790455981249,"ACE"
"4D8I",0.901414392073051,"ACE"
"8K4U",1,"ACE2"
"6TT0",1,"ACHE"
"6ZNW",1,"ACLY"
"2P4U",1,"ACP1"
"8J07",1,"ACTA2"
"1EYF",1,"ADA"
"1ADN",0.995194053592913,"ADA"
"1WPK",0.9774688389703,"ADA"
"1ZGW",0.973281896577931,"ADA"
"1U8B",0.969130760130316,"ADA"
"1SFE",0.928112093085789,"ADA"
"4YZ0",0.924744617119973,"ADA"
"4YZA",0.924744617119973,"ADA"
"2RJP",1,"ADAMTS4"
"3B2Z",0.930027736819051,"ADAMTS4"
"2RJQ",1,"ADAMTS5"
"1HSZ",1,"ADH1B"
"1HT0",1,"ADH1C"
"1U3W",1,"ADH1C"
"1M6H",1,"ADH5"
"1M6W",1,"ADH5"
"8GV3",1,"ADH5"
"1MP0",0.962923881246982,"ADH5"
"2FZE",0.962923881246982,"ADH5"
"2FZW",0.962923881246982,"ADH5"
"1MA0",0.928498736166466,"ADH5"
"1MC5",0.928498736166466,"ADH5"
"3QJ5",0.928498736166466,"ADH5"
"5LWY",1,"ADIPOQ"
"5LXA",0.942150785304464,"ADIPOQ"
"5N2S",1,"ADORA1"
"5UEN",1,"ADORA1"
"3QAK",1,"ADORA2A"
"4EIY",1,"ADORA2A"
"5N2R",0.945232538604176,"ADORA2A"
"8X16",1,"ADORA3"
"8X17",1,"ADORA3"
"7B6W",1,"ADRA1B"
"6K41",1,"ADRA2B"
"2MMQ",1,"AGT"
"4YAY",1,"AGTR1"
"4ZUD",1,"AGTR1"
"6OS1",1,"AGTR1"
"6DO1",0.916617251199586,"AGTR1"
"6OS2",0.916617251199586,"AGTR1"
"8TH3",0.916617251199586,"AGTR1"
"8TH4",0.916617251199586,"AGTR1"
"5UNF",1,"AGTR2"
"5UNG",1,"AGTR2"
"5UNH",1,"AGTR2"
"7JNI",1,"AGTR2"
"3UG4",1,"AHR"
"8WA2",0.979668626318335,"AHR"
"1XZY",1,"AHSP"
"1W09",0.9766527830884,"AHSP"
"1W0A",0.9766527830884,"AHSP"
"1W0B",0.9766527830884,"AHSP"
"1Z8U",0.97340220099023,"AHSP"
"1Y01",0.93935756061917,"AHSP"
"3IA3",0.925865094938184,"AHSP"
"3OVU",0.905439806583411,"AHSP"
"3BV7",1,"AKR1A1"
"4GAC",1,"AKR1A1"
"8FH5",1,"AKR1B1"
"4JIR",0.966196483982659,"AKR1B1"
"8FH6",0.966196483982659,"AKR1B1"
"8FH7",0.966196483982659,"AKR1B1"
"8FH8",0.966196483982659,"AKR1B1"
"8FH9",0.966196483982659,"AKR1B1"
"2HDJ",1,"AKR1C2"
"4JQ2",0.953527432645589,"AKR1C2"
"4JQ3",0.953527432645589,"AKR1C2"
"4JTQ",0.953527432645589,"AKR1C2"
"4XO7",0.953527432645589,"AKR1C2"
"4JQA",0.91118248377226,"AKR1C2"
"4JTR",0.91118248377226,"AKR1C2"
"4L1W",0.91118248377226,"AKR1C2"
"4L1X",0.91118248377226,"AKR1C2"
"4XO6",0.91118248377226,"AKR1C2"
"4DBS",1,"AKR1C3"
"4DBU",1,"AKR1C3"
"1RY8",0.939603306236619,"AKR1C3"
"5HNU",0.939603306236619,"AKR1C3"
"1RY0",0.905547214794384,"AKR1C3"
"4DBW",0.905547214794384,"AKR1C3"
"5HNT",0.905547214794384,"AKR1C3"
"6F2U",0.905547214794384,"AKR1C3"
"6F78",0.905547214794384,"AKR1C3"
"3G1R",1,"AKR1D1"
"3CAQ",0.945328227589633,"AKR1D1"
"3CAS",0.915889511745806,"AKR1D1"
"3CMF",0.915889511745806,"AKR1D1"
"7FCV",1,"AKT1"
"7WSW",1,"AKT1"
"7WM2",0.972623974683124,"AKT1"
"7XUF",0.951804963701269,"AKT1"
"7T4X",0.935856138059158,"AKT1"
"5AAR",0.911028094833654,"AKT1"
"5Y82",1,"ALB"
"5Y83",0.990864247377879,"ALB"
"6Y86",0.990864247377879,"ALB"
"5M5H",0.973084530485639,"ALB"
"3BLC",0.964431896278332,"ALB"
"3WVF",0.964431896278332,"ALB"
"5ORI",0.961219334063231,"ALB"
"5GHK",0.93975197929132,"ALB"
"5YXE",0.93975197929132,"ALB"
"3BS6",0.931307017749686,"ALB"
"6AL2",0.931307017749686,"ALB"
"8KFO",0.919827430618735,"ALB"
"8WDD",0.919827430618735,"ALB"
"6QS9",0.900730104633967,"ALB"
"4WJ9",1,"ALDH1A1"
"7UM9",0.963745410081518,"ALDH1A1"
"6B5I",1,"ALDH1A2"
"6ALJ",0.975069562645777,"ALDH1A2"
"6B5G",0.975069562645777,"ALDH1A2"
"6B5H",0.975069562645777,"ALDH1A2"
"8DR9",1,"ALDH2"
"6QAP",1,"ALDH9A1"
"6QAK",0.934925238973949,"ALDH9A1"
"6QAO",0.934925238973949,"ALDH9A1"
"7U5J",1,"ALDOA"
"2VJY",1,"ALK"
"7MZZ",0.964166397132301,"ALK"
"7MZX",0.936118643688441,"ALK"
"3AOX",0.900546339211304,"ALK"
"4CLI",0.900546339211304,"ALK"
"4CLJ",0.900546339211304,"ALK"
"4TT7",0.900546339211304,"ALK"
"4NRP",1,"ALKBH5"
"4NRQ",1,"ALKBH5"
"4NRM",0.982387215728233,"ALKBH5"
"4NRO",0.982387215728233,"ALKBH5"
"4NPL",0.979600872717662,"ALKBH5"
"4O7X",0.979600872717662,"ALKBH5"
"4NPM",0.960850454974605,"ALKBH5"
"4OCT",0.960850454974605,"ALKBH5"
"7WKV",0.960850454974605,"ALKBH5"
"4NJ4",0.942804412383238,"ALKBH5"
"7V4G",0.942804412383238,"ALKBH5"
"4O61",0.925423658171181,"ALKBH5"
"7WL0",0.925423658171181,"ALKBH5"
"8GHB",1,"ALOX12"
"8GHC",1,"ALOX12"
"8GHE",1,"ALOX12"
"8GHD",0.968337170280793,"ALOX12"
"1LOX",1,"ALOX15"
"2P0M",0.947328701485201,"ALOX15"
"7LAF",1,"ALOX15B"
"3O8Y",1,"ALOX5"
"3V98",1,"ALOX5"
"6N2W",1,"ALOX5"
"7TTJ",1,"ALOX5"
"7TTK",1,"ALOX5"
"3V92",0.923034545642521,"ALOX5"
"3V99",0.923034545642521,"ALOX5"
"6NCF",0.923034545642521,"ALOX5"
"7TTL",0.923034545642521,"ALOX5"
"2Q7M",1,"ALOX5AP"
"6VGC",1,"ALOX5AP"
"6VGI",1,"ALOX5AP"
"2Q7R",0.933269963436064,"ALOX5AP"
"7NS5",1,"ALPI"
"7YIV",1,"ALPL"
"7YIW",1,"ALPL"
"1Q4N",1,"AMY1A"
"3BLK",1,"AMY1A"
"3BLP",1,"AMY1A"
"1Z32",0.95231263730103,"AMY1A"
"4X9Y",1,"AMY2A"
"3CPU",0.974319359517466,"AMY2A"
"5KEZ",0.974319359517466,"AMY2A"
"3IJ7",0.949924558372104,"AMY2A"
"3IJ8",0.949924558372104,"AMY2A"
"3IJ9",0.949924558372104,"AMY2A"
"4W93",0.949924558372104,"AMY2A"
"5E0F",0.949924558372104,"AMY2A"
"5EMY",0.949924558372104,"AMY2A"
"5TD4",0.904625169663794,"AMY2A"
"5VA9",0.904625169663794,"AMY2A"
"8QZC",1,"ANO1"
"5NL2",0.937444266621721,"ANO1"
"5OYB",0.937444266621721,"ANO1"
"5OYG",0.937444266621721,"ANO1"
"6BGJ",0.937444266621721,"ANO1"
"7B5C",0.937444266621721,"ANO1"
"7B5D",0.937444266621721,"ANO1"
"7B5E",0.937444266621721,"ANO1"
"7ZK3",0.937444266621721,"ANO1"
"1SHU",1,"ANTXR2"
"1SHT",0.974321470805988,"ANTXR2"
"8FZ4",0.949928763132419,"ANTXR2"
"7MQY",1,"APLP2"
"4UYG",1,"APOA1"
"4UYH",1,"APOA1"
"3S84",1,"APOA4"
"2JQ3",1,"APOC3"
"8G2O",1,"APOE"
"7L6K",1,"APOL1"
"2WEX",1,"APOM"
"2WEW",0.967332714660758,"APOM"
"2XKL",0.967332714660758,"APOM"
"2YG2",0.926088685861032,"APOM"
"6HGU",1,"APP"
"2YWY",0.936024814939874,"APP"
"5Z6E",0.923312162572789,"APP"
"6IP7",0.917991401561268,"APP"
"6ISW",0.917991401561268,"APP"
"5Z6D",0.910344513895576,"APP"
"7Q38",1,"AR"
"6QAR",0.965959156262723,"AR"
"6R1Q",0.926861879156562,"AR"
"6Q8R",0.909066697751318,"AR"
"1B0S",0.900415429953993,"AR"
"2KRW",1,"ARG1"
"5K1Y",1,"ASPA"
"2I3C",0.976198732747774,"ASPA"
"2O53",0.968785259478727,"ASPA"
"2GU2",0.966185339219164,"ASPA"
"2O4H",0.957703845446797,"ASPA"
"4TNU",0.947015463437577,"ASPA"
"2Q51",0.946872993059717,"ASPA"
"5K5O",0.937260331042189,"ASPA"
"5K5Q",0.926884464700532,"ASPA"
"5KK1",0.926884464700532,"ASPA"
"5K5R",0.916735822794783,"ASPA"
"1YW4",0.914360679846918,"ASPA"
"6ZR5",1,"ATF2"
"8WA4",1,"ATF4"
"7QTV",1,"ATP1A1"
"4NAB",1,"ATP2A1"
"5ZMV",0.947326589178349,"ATP2A1"
"5ZMW",0.947326589178349,"ATP2A1"
"6RB2",0.947326589178349,"ATP2A1"
"7SI3",1,"ATP7B"
"7SI6",1,"ATP7B"
"7SI7",1,"ATP7B"
"7XUK",0.939616644653583,"ATP7B"
"7XUM",0.939616644653583,"ATP7B"
"7XUN",0.939616644653583,"ATP7B"
"7XUO",0.939616644653583,"ATP7B"
"8IOY",0.939616644653583,"ATP7B"
"5EYK",1,"AURKB"
"5K3Y",1,"AURKB"
"2JX4",1,"AVPR2"
"7Y1P",1,"AXIN1"
"8HEO",1,"AXIN2"
"6I1F",1,"AXL"
"6KGV",0.900730196640719,"AXL"
"1FGX",1,"B4GALT1"
"6FWU",0.985994375865043,"B4GALT1"
"1FR8",0.984183082309762,"B4GALT1"
"1TVY",0.968858644515735,"B4GALT1"
"4KRV",0.968858644515735,"B4GALT1"
"6FWT",0.96416833093728,"B4GALT1"
"1TW1",0.939598382887002,"B4GALT1"
"1TW5",0.939598382887002,"B4GALT1"
"2ZJN",1,"BACE1"
"3UQW",1,"BACE1"
"4XXS",0.991975391292038,"BACE1"
"3UQU",0.979884192058719,"BACE1"
"3UQX",0.979884192058719,"BACE1"
"4DJU",0.979884192058719,"BACE1"
"4DJV",0.979884192058719,"BACE1"
"4DJW",0.979884192058719,"BACE1"
"4DJX",0.979884192058719,"BACE1"
"4DJY",0.979884192058719,"BACE1"
"4TRW",0.979884192058719,"BACE1"
"4TRZ",0.979884192058719,"BACE1"
"2QU2",0.964764783582327,"BACE1"
"2QU3",0.964764783582327,"BACE1"
"2ZHR",0.964764783582327,"BACE1"
"2ZHS",0.964764783582327,"BACE1"
"2ZHT",0.964764783582327,"BACE1"
"2ZHU",0.964764783582327,"BACE1"
"2ZHV",0.964764783582327,"BACE1"
"2ZJH",0.964764783582327,"BACE1"
"2ZJI",0.964764783582327,"BACE1"
"2ZJJ",0.964764783582327,"BACE1"
"2ZJL",0.964764783582327,"BACE1"
"3IN3",0.964764783582327,"BACE1"
"3IND",0.964764783582327,"BACE1"
"6NQ8",1,"BAX"
"6NQ9",1,"BAX"
"8EJA",0.94956077373879,"BAX"
"1DUF",0.93886509080751,"BAX"
"1NAJ",0.93886509080751,"BAX"
"2K4C",0.932570170773793,"BAX"
"5W63",0.930804618675971,"BAX"
"2GBH",0.927723784997326,"BAX"
"2KYD",0.924068539942047,"BAX"
"4TKQ",0.909385672750507,"BAX"
"4PGS",0.901001150168122,"BAX"
"4PGU",0.901001150168122,"BAX"
"4PGV",0.901001150168122,"BAX"
"4PGW",0.901001150168122,"BAX"
"6NQ7",0.901001150168122,"BAX"
"3O9M",1,"BCHE"
"6FBX",1,"BCL2"
"6ZX7",0.998274600450706,"BCL2"
"6ZX6",0.99438735774921,"BCL2"
"2F8U",0.954871330987882,"BCL2"
"5TWA",0.912042070577821,"BCL2"
"6WH0",1,"BCL2L1"
"6WGZ",0.937444373067728,"BCL2L1"
"3KJ0",1,"BCL2L11"
"3KJ1",1,"BCL2L11"
"3KJ2",1,"BCL2L11"
"1F95",0.941151390595453,"BCL2L11"
"7EIB",1,"BDKRB1"
"7F2O",1,"BDKRB2"
"8OYD",1,"BDNF"
"4ASZ",0.926585785139416,"BDNF"
"4AT3",0.926585785139416,"BDNF"
"4AT4",0.926585785139416,"BDNF"
"4AT5",0.926585785139416,"BDNF"
"7QGJ",1,"BIRC2"
"7TRM",1,"BIRC2"
"7TRL",0.970920372558909,"BIRC2"
"3T6P",0.925653436282978,"BIRC2"
"5E1T",1,"BIRC3"
"6OML",1,"BMP2"
"5BUL",0.954486649119777,"BMP2"
"5BVA",0.912935817856458,"BMP2"
"6UNP",1,"BMPR2"
"2CP8",1,"BRCA1"
"4OLE",0.99420529738129,"BRCA1"
"3FA2",0.985138725654001,"BRCA1"
"2NTE",0.936975590933428,"BRCA1"
"6GVW",0.925031689834165,"BRCA1"
"1T2V",0.921204480888766,"BRCA1"
"3PXA",0.921204480888766,"BRCA1"
"3PXB",0.921204480888766,"BRCA1"
"3PXC",0.921204480888766,"BRCA1"
"3PXD",0.921204480888766,"BRCA1"
"2R1Z",0.92102792695914,"BRCA1"
"2MGW",0.915086651266778,"BRCA1"
"3PXE",0.913128249010441,"BRCA1"
"1L0B",0.913026369620232,"BRCA1"
"1JM7",0.907065245490813,"BRCA1"
"3C5R",0.90286671115215,"BRCA1"
"6M14",0.90286671115215,"BRCA1"
"6R8F",1,"BRCC3"
"4Y94",1,"BTK"
"2E6I",0.990670836089827,"BTK"
"2YS2",0.976643663332671,"BTK"
"2KTC",0.964956005679878,"BTK"
"4Y93",0.937192645545034,"BTK"
"2LUL",0.91039921626795,"BTK"
"5HZF",1,"C1QB"
"5HZF",1,"C1QC"
"1MD8",1,"C1R"
"1APQ",0.998309650356897,"C1R"
"6F1D",0.988669127221915,"C1R"
"1GPZ",0.973284365428934,"C1R"
"2QY0",0.972292054267562,"C1R"
"1MD7",0.965699997303646,"C1R"
"6F39",0.943130720830604,"C1R"
"2FWW",0.940779764444395,"C1R"
"7MZT",0.93237501738091,"C1R"
"8EC3",0.907333712937688,"C1R"
"4LMF",1,"C1S"
"1NZI",0.981642259002656,"C1S"
"4J1Y",0.971709579576765,"C1S"
"4LOS",0.970066958794879,"C1S"
"4LOT",0.970066958794879,"C1S"
"1ELV",0.963157077694542,"C1S"
"8GMN",0.951510545813463,"C1S"
"8TYP",0.947576247783208,"C1S"
"4LOR",0.94649607106734,"C1S"
"5UBM",0.934977081694553,"C1S"
"8W18",0.915100941004129,"C1S"
"1WFJ",1,"C2"
"6EEL",0.997655908406675,"C2"
"2DMH",0.995047819761632,"C2"
"4IHB",0.992707960420961,"C2"
"1WFM",0.992395152486499,"C2"
"2EP6",0.991564988717918,"C2"
"7JOF",0.991183032032899,"C2"
"2DMG",0.989113592228517,"C2"
"4IQH",0.987928577953392,"C2"
"3W57",0.987899989663093,"C2"
"3FBK",0.982891653854496,"C2"
"5IZR",0.98286535460357,"C2"
"3L9B",0.982842579485204,"C2"
"4NPJ",0.98097803340657,"C2"
"2B3R",0.980200122313748,"C2"
"4NPK",0.978307267899271,"C2"
"4LCV",0.977059823780527,"C2"
"2ENP",0.976280002410243,"C2"
"6BTZ",0.975709043531815,"C2"
"7K6B",0.975577217919002,"C2"
"7KRB",0.975577217919002,"C2"
"4P42",0.974429075292483,"C2"
"3W56",0.97298241887665,"C2"
"7A1R",0.97298241887665,"C2"
"5IXC",0.970889413494262,"C2"
"1GYO",1,"C3"
"2Z47",0.996962894248,"C3"
"1MDV",0.996128893630294,"C3"
"2CTH",0.994937409473516,"C3"
"1QN0",0.993353048992695,"C3"
"1QN1",0.993353048992695,"C3"
"1H29",0.993172857595954,"C3"
"2CDV",0.993019033003471,"C3"
"1A2I",0.992718714008902,"C3"
"2BQ4",0.992718714008902,"C3"
"2KMY",0.990886275815809,"C3"
"2CY3",0.990659586942677,"C3"
"1W7O",0.98768703062849,"C3"
"1WAD",0.98768703062849,"C3"
"3CAO",0.984582093263872,"C3"
"2BPN",0.984428487483044,"C3"
"2KSU",0.984055741831132,"C3"
"1UP9",0.981571244910304,"C3"
"1UPD",0.980845884278612,"C3"
"2CYM",0.979898976847648,"C3"
"1G24",0.977460758591557,"C3"
"3CAR",0.977460758591557,"C3"
"1CZJ",0.976783317712005,"C3"
"2FFN",0.976783317712005,"C3"
"1IT1",0.976002652434865,"C3"
"2FS9",1,"C4A"
"2YF2",1,"C4B"
"4B0F",0.978331277036649,"C4B"
"2YRA",1,"C4BPB"
"2EHF",0.913891798665384,"C4BPB"
"4PXQ",1,"C5"
"4PW2",0.993668593286003,"C5"
"1CC5",0.981814695181146,"C5"
"5DER",0.961874206406661,"C5"
"6HZZ",0.959191545937977,"C5"
"3CU7",0.958997474595404,"C5"
"2ML1",0.9488991875398,"C5"
"2ML2",0.9488991875398,"C5"
"2ML3",0.9488991875398,"C5"
"6I01",0.948881505863782,"C5"
"7UDW",0.941674300965189,"C5"
"1NTQ",0.934891285453576,"C5"
"1NTT",0.931193252604097,"C5"
"6I02",0.928912487235239,"C5"
"1NTS",0.927524432958473,"C5"
"5D8T",0.916688982308501,"C5"
"1Y9H",0.902629828987442,"C5"
"245D",0.902629828987442,"C5"
"2Z6U",0.901342654224575,"C5"
"2ZCJ",0.901342654224575,"C5"
"3RHB",0.901342654224575,"C5"
"6CUN",1,"CA1"
"3B1B",0.957596103325573,"CA1"
"8CO3",1,"CA12"
"6QNG",0.974964420425605,"CA12"
"6R71",0.974964420425605,"CA12"
"7PP9",0.974964420425605,"CA12"
"4QJ0",0.928474394572474,"CA12"
"4QJO",0.928474394572474,"CA12"
"4QJW",0.928474394572474,"CA12"
"4WW8",0.928474394572474,"CA12"
"5LL5",0.928474394572474,"CA12"
"5LLO",0.928474394572474,"CA12"
"5LLP",0.928474394572474,"CA12"
"5MSB",0.928474394572474,"CA12"
"6G7A",0.928474394572474,"CA12"
"6QN0",0.928474394572474,"CA12"
"6QNL",0.928474394572474,"CA12"
"6T5P",0.928474394572474,"CA12"
"6T5Q",0.928474394572474,"CA12"
"7PUU",0.928474394572474,"CA12"
"7PUV",0.928474394572474,"CA12"
"7PUW",0.928474394572474,"CA12"
"2KLS",1,"CA2"
"2KLT",1,"CA2"
"3U6G",0.985887514269838,"CA2"
"2LG7",0.980911217102582,"CA2"
"1CDN",0.972167873218517,"CA2"
"3E9T",0.945694015148827,"CA2"
"2BT4",0.945247238161819,"CA2"
"2LRG",0.935643239408572,"CA2"
"2LGE",0.930192703034107,"CA2"
"3EAD",0.923809086137476,"CA2"
"1D1O",0.920145102116996,"CA2"
"6O6J",0.920145102116996,"CA2"
"4MN0",0.914215723041763,"CA2"
"2F8P",0.911738884765587,"CA2"
"6O7C",0.911738884765587,"CA2"
"1TN4",0.903865799590718,"CA2"
"2ENB",0.903865799590718,"CA2"
"2TN4",0.903865799590718,"CA2"
"8KBF",1,"CA3"
"6O79",0.990341919546898,"CA3"
"8KBH",0.945350157161011,"CA3"
"7QQK",0.921351080259633,"CA3"
"1KUX",0.908128262620071,"CA3"
"9EYJ",1,"CA4"
"6O6V",0.999697416167915,"CA4"
"8RDF",0.982448676233577,"CA4"
"6O6X",0.97629140582056,"CA4"
"8Q3Z",0.97629140582056,"CA4"
"8RDA",0.975796947196903,"CA4"
"8B0R",0.967119780344077,"CA4"
"6W11",0.949283880581013,"CA4"
"8Q40",0.949283880581013,"CA4"
"8Q41",0.949283880581013,"CA4"
"8Q42",0.949283880581013,"CA4"
"8Q43",0.949283880581013,"CA4"
"8Q44",0.949283880581013,"CA4"
"6O6Y",0.922048830255377,"CA4"
"8BAO",0.901854947981627,"CA4"
"8PE3",1,"CA6"
"6WXY",0.918436480663921,"CA6"
"6RQN",1,"CA9"
"6RQU",1,"CA9"
"2HKF",0.954486653139532,"CA9"
"6FE0",0.954486653139532,"CA9"
"6FE1",0.954486653139532,"CA9"
"6FE2",0.954486653139532,"CA9"
"6G98",0.954486653139532,"CA9"
"6G9U",0.954486653139532,"CA9"
"6QN2",0.954486653139532,"CA9"
"6QN5",0.954486653139532,"CA9"
"6QN6",0.954486653139532,"CA9"
"6QUT",0.954486653139532,"CA9"
"6TL5",0.954486653139532,"CA9"
"6Y74",0.954486653139532,"CA9"
"7POM",0.954486653139532,"CA9"
"8CO0",0.954486653139532,"CA9"
"8Q18",0.954486653139532,"CA9"
"8Q19",0.954486653139532,"CA9"
"8Q1A",0.954486653139532,"CA9"
"3AUQ",0.951797691044458,"CA9"
"3AUR",0.951797691044458,"CA9"
"6RQQ",0.912935815852012,"CA9"
"6RQW",0.912935815852012,"CA9"
"6TL6",0.912935815852012,"CA9"
"3BXK",1,"CACNA1A"
"4DEX",1,"CACNA1B"
"6CTB",1,"CACNA1C"
"7UHF",1,"CACNA1D"
"7UHG",1,"CACNA1D"
"8E59",1,"CACNA1D"
"8E5A",1,"CACNA1D"
"8E5B",1,"CACNA1D"
"8EPM",1,"CACNA1E"
"9AYG",1,"CACNA1H"
"9AYH",1,"CACNA1H"
"9AYJ",1,"CACNA1H"
"9AYK",1,"CACNA1H"
"9AYL",1,"CACNA1H"
"7WLI",1,"CACNA1I"
"7WLJ",0.964247240425954,"CACNA1I"
"7WLK",0.964247240425954,"CACNA1I"
"7WLL",0.964247240425954,"CACNA1I"
"1JZP",1,"CACNA1S"
"1DU1",0.962923743380195,"CACNA1S"
"8DAM",1,"CACNB1"
"8E0E",1,"CACNB2"
"7MIY",1,"CACNB3"
"8EPL",1,"CACNB3"
"8X90",1,"CACNB3"
"8X91",1,"CACNB3"
"8X93",1,"CACNB3"
"7MIX",0.944421072429128,"CACNB3"
"8EOG",0.944421072429128,"CACNB3"
"8FD7",0.944421072429128,"CACNB3"
"2D46",1,"CACNB4"
"2RRT",1,"CALM1"
"2LQP",0.983839558583413,"CALM1"
"1HKX",1,"CAMK2A"
"5IG5",0.99533630662299,"CAMK2A"
"3BHH",1,"CAMK2B"
"8WRA",1,"CASP1"
"7N82",1,"CASP14"
"7JL7",1,"CASP3"
"2QLF",1,"CASP7"
"3IBC",1,"CASP7"
"3IBF",1,"CASP7"
"5IC6",1,"CASP7"
"6X8J",1,"CASP7"
"6X8L",1,"CASP7"
"2QL5",0.96229003754658,"CASP7"
"2QL7",0.96229003754658,"CASP7"
"2QL9",0.96229003754658,"CASP7"
"2QLB",0.96229003754658,"CASP7"
"2QLJ",0.96229003754658,"CASP7"
"3EDR",0.96229003754658,"CASP7"
"4JB8",0.96229003754658,"CASP7"
"4LSZ",0.96229003754658,"CASP7"
"4ZVO",0.96229003754658,"CASP7"
"4ZVP",0.96229003754658,"CASP7"
"4ZVQ",0.96229003754658,"CASP7"
"4ZVR",0.96229003754658,"CASP7"
"4ZVS",0.96229003754658,"CASP7"
"4ZVT",0.96229003754658,"CASP7"
"4ZVU",0.96229003754658,"CASP7"
"5K20",0.96229003754658,"CASP7"
"6CL1",0.96229003754658,"CASP7"
"6CL2",0.96229003754658,"CASP7"
"1SHJ",0.912287655641258,"CASP7"
"2LR8",1,"CASP8"
"2BBR",0.93834648461012,"CASP8"
"2F1S",0.93834648461012,"CASP8"
"2BBZ",0.922504164594676,"CASP8"
"6ANO",0.922504164594676,"CASP8"
"6AP0",0.922504164594676,"CASP8"
"6AOZ",0.907187781922233,"CASP8"
"3V3K",1,"CASP9"
"2AR9",0.931012312452301,"CASP9"
"3U9F",1,"CAT"
"1PD5",0.998705906447715,"CAT"
"1Q23",0.993682457944642,"CAT"
"3U9B",0.965223286993836,"CAT"
"1PYK",0.953562843913219,"CAT"
"6X7Q",0.942003604451949,"CAT"
"1ZKR",0.93051587337903,"CAT"
"1CIA",0.929328442824373,"CAT"
"2CLA",0.922816887718892,"CAT"
"8AMC",0.922816887718892,"CAT"
"1QCA",0.915424573955484,"CAT"
"3CLA",0.913071361016694,"CAT"
"1PUO",0.907565909369903,"CAT"
"2EJN",0.903818251301178,"CAT"
"7ZH7",0.903818251301178,"CAT"
"6Q0S",1,"CAV1"
"9BJM",0.93444686948537,"CAV1"
"7ROM",1,"CBR1"
"7XOU",1,"CCK"
"7XOV",0.919961760127578,"CCK"
"2LIE",1,"CCL2"
"4USP",0.999324419080267,"CCL2"
"2LIQ",0.991524269102666,"CCL2"
"4USO",0.989184569836972,"CCL2"
"6GU4",1,"CCNB1"
"4Y72",0.913016690863333,"CCNB1"
